train_loss,train_acc,val_loss,val_acc
0.7045576771100363,0.46428571428571425,0.7014716664950053,0.47619047619047616
0.6991980813798451,0.4880952380952381,0.6869741280873617,0.5416666666666666
0.6990584901400975,0.49553571428571425,0.6809292350496564,0.5535714285714285
0.681507428487142,0.5788690476190476,0.6908255929038638,0.5119047619047619
0.6810917116346813,0.5654761904761905,0.6683413329578581,0.6428571428571428
0.6775546556427365,0.5788690476190476,0.6764109872636341,0.5833333333333333
0.6670258839925131,0.5967261904761905,0.6840520018622989,0.5833333333333333
0.6669972652480716,0.6264880952380952,0.6829911583945865,0.5595238095238095
0.6625653874306452,0.6116071428571428,0.6744712506021772,0.5952380952380952
0.6602510951814198,0.6264880952380952,0.6608377893765768,0.6309523809523809
0.6549399353208996,0.6354166666666666,0.6716367744264149,0.5773809523809523
0.6432364696548099,0.6636904761904762,0.6583962099892753,0.6309523809523809
0.6485023640450978,0.6577380952380952,0.6593753922553289,0.6309523809523809
0.6410891101473853,0.65625,0.6647977261316209,0.6011904761904762
0.6414138845035008,0.6428571428571428,0.6570563713709513,0.6190476190476191
0.6377923375084287,0.6428571428571428,0.6579142865680513,0.6428571428571428
0.6426553158533006,0.6547619047619048,0.6613813837369283,0.625
0.6281729539235433,0.6741071428571428,0.6506604296820504,0.6488095238095237
0.6326573519479661,0.6636904761904762,0.66085151831309,0.625
0.6285342999867031,0.6845238095238095,0.6454736420086452,0.6547619047619048
0.6214098220779782,0.6994047619047619,0.6633161959194002,0.5892857142857143
0.6261100655510312,0.6696428571428571,0.6348235096250262,0.6369047619047619
0.6257286270459493,0.675595238095238,0.677330664225987,0.5595238095238095
0.6105263289951143,0.7053571428571428,0.6346979992730277,0.6428571428571428
0.619339318502517,0.6741071428571428,0.6365953570320493,0.6845238095238095
0.6168147353898912,0.6994047619047619,0.6502459105991182,0.6428571428571428
0.614433419136774,0.7038690476190476,0.6546553117888314,0.6369047619047619
0.6119812641824994,0.6934523809523809,0.6237378886767796,0.6785714285714285
0.6118682112012591,0.6607142857142857,0.6219130896386647,0.6607142857142857
0.6002099315325419,0.6934523809523809,0.6101495027542114,0.6964285714285714
0.6029911126409259,0.6964285714285714,0.6404217935743786,0.625
0.6129557376816159,0.6845238095238095,0.6449798913229079,0.6071428571428571
0.6002792375428336,0.6934523809523809,0.6487598674637931,0.6071428571428571
0.6055632347152347,0.6845238095238095,0.6284546681812831,0.6488095238095237
0.5967009436516535,0.712797619047619,0.6358725513730731,0.6666666666666666
0.6027093558084398,0.7247023809523809,0.6248294029917035,0.6488095238095237
0.6030941889399574,0.6875,0.6176640703564599,0.6726190476190476
0.5897965856960842,0.6949404761904762,0.653541644414266,0.6428571428571428
0.5913490056991577,0.7321428571428571,0.6382573048273722,0.6488095238095237
0.6028946808406285,0.6889880952380952,0.6136376176561628,0.6488095238095237
0.592449753057389,0.7157738095238095,0.6219339313961211,0.6845238095238095
0.5867886458124433,0.7157738095238095,0.6177113907677787,0.6785714285714285
0.5832152735619318,0.7336309523809523,0.6240389545758566,0.6726190476190476
0.5885528638249352,0.7410714285714285,0.6214043923786708,0.6964285714285714
0.5807300578980219,0.7113095238095237,0.6016299866494679,0.7023809523809523
0.5811660743895031,0.706845238095238,0.635359355381557,0.6726190476190476
0.5983525628135318,0.6994047619047619,0.6424310264133272,0.6190476190476191
0.5840807244891212,0.7157738095238095,0.6320377786954244,0.6428571428571428
0.5838061911719186,0.6964285714285714,0.6260807883171808,0.6428571428571428
0.5820817280383337,0.71875,0.6276386408578782,0.6607142857142857
